"Name","Straße","PLZ","Ort","Bundesland","Type","Jahr","id"
"Emil-Fischer-Gymnasium","","","Schwarzheide","","","","4"
"Sekundarschule “Adolph-Holst” Müncheln","","","","","","","21445"
"Mosaik-Gymnasium Oberhavel","","","Oranienburg","","","","22"
"Weinberg-Gymnasium Klein-Machnow","","","","","","","21445"
"Erwachsenenschule Bremen","","","","","","","21445"
"Gaußschule II","","","Bremerhaven","","","","48"
"Integrierte Stadtteilschule am Leibnitzplatz","","","","","","","21445"
"Integrierte Stadtteilschule Obervieland","","","","","","","21445"
"Johann-Heinrich-Pestalozzi-Schule Integrierte Stadtteilschule","","","","","","","21445"
"Landesinstitut für Schule – Bremen (LIS)","","","","","","","21445"
"Lehranstalten für Sozialpädagogik und Hauswirtschaft","","","Bremerhaven","","","","48"
"Schule am Leher Markt","","","Bremerhaven","","","","48"
"Schule an der Vegesacker Str.","","","1. Förderschule","","","","0"
"Schule In der Vahr","","","","","","","21445"
"SZ an der Flämischen Straße","","","","","","","21445"
"SZ Findorff","","","","","","","21445"
"SZ Helgolander Straße","","","","","","","21445"
"SZ Helsinkistraße","","","","","","","21445"
"SZ Wilhelm Wagenfeld Straße","","","","","","","21445"
"Wilhelm-Kaisen-Schule","","","","","","","21445"
"Wilhelm-Olbers-Schule","","","","","","","21445"
"Wilhelm-Raabe-Schule","","","Bremerhaven","","","","48"
"Abendschule vor dem Holstentor","","","","","","","21445"
"Erich-Kästner-Gesamtschule","","","","","","","21445"
"Förderschule An der Twiete","","","","","","","21445"
"Gesamtschule Bergstedt","","","","","","","21445"
"Gesamtschule Finkenwerder","","","","","","","21445"
"Gesamtschule Mümmelmannsberg","","","","","","","21445"
"Gesamtschule Stellingen","","","","","","","21445"
"GHR Langenhorn","","","","","","","21445"
"GHR Osterbrook","","","","","","","21445"
"GHS Stübenhofer Weg","","","","","","","21445"
"GS Allermühe","","","","","","","21445"
"GS Am Heidberg","","","","","","","21445"
"GS Kirchdorf","","","","","","","21445"
"Gymnasium Klosterschule","","","","","","","21445"
"Gymnasium Ohmoor","","","","","","","21445"
"Heinrich-Hertz-Schule","","","","","","","21445"
"HR Holstenhof","","","","","","","21445"
"Kath. Schule Neugraben","","","","","","","21445"
"Otto-Hahn-Gesamtschule","","","","","","","21445"
"Schule am Walde","","","","","","","21445"
"Schule Bramfelder Dorfplatz","","","","","","","21445"
"Schule Ehestorfer Weg","","","","","","","21445"
"Schule Hirtenweg","","","","","","","21445"
"Schule Langbargheide","","","","","","","21445"
"Staatl. Berufsschule Eidelstedt","","","","","","","21445"
"Stadtteilschule Barmbek","","","","","","","21445"
"Stadtteilschule Kirchberg","","","","","","","21445"
"Stadtteilschule Rissen","","","","","","","21445"
"Anne-Frank-Schule","","","Linden","","","","130"
"Brüder-Grimm-Schule","","","Gießen","","","","0"
"Erich-Kästner-Schule","","","Idstein","","","","0"
"Ernst-Reuter-Schule","","","Dietzenbach","","","","0"
"Freiherr-vom-Stein-Schule","","","Hünfelden","","","","0"
"Freiherr-vom-Stein-Schule","","","Immenhausen","","","","0"
"Gesamtschule Schwingbach","","","Hüttenberg","","","","0"
"Geschwister-Scholl-Schule","","","Niddatal","","","","0"
"Hans-Viessmann-Schule","","","Bad Wildungen","","","","0"
"Haupt- und Realschule","","","Nidda","","","","0"
"Heinrich-von-Kleist-Schule","","","Eschborn","","","","0"
"Heinrich-von-Kleist-Schule","","","Wiesbaden","","","","3"
"Helene-Lange-Schule","","","Wiesbaden","","","","3"
"Hildegardisschule","","","Rüdesheim","","","","1"
"Hostato-Schule","","","Frankfurt a.M.","","","","0"
"International Schloss Hansenberg","","","Geisenheim-Johannisberg","","","","0"
"IGS Wallrabenstein","","","Hünstetten","","","","0"
"Kellerskopfschule","","","Wiesbaden","","","","3"
"Konrad-Hänisch-Schule","","","Frankfurt a.M.","","","","0"
"Ludwig-Erhard-Schule","","","Wiesbaden","","","","3"
"MPS Oberer Hüttenberg","","","Butzbach","","","","0"
"Schule am Sportpark","","","Erbach","","","","0"
"Singbergschule","","","Wölfersheim","","","","0"
"Sophie-und-Hans-Scholl-Schule","","","Wiesbaden","","","","3"
"Stadtschule Butzbach","","","","","","","21445"
"Theißtalschule","","","Niedernhausen","","","","0"
"Theodor-Fliedner-Schule","","","Wiesbaden","","","","3"
"Valentin-Traudt-Schule","","","Großalmerode","","","","0"
"Wilhelm-Heinrich-von-Riehl-Schule","","","Wiesbaden","","","","3"
"Baltic-Schule","","","Rostock","","","","45"
"Berufliche Schule","","","Stralsund","","","","19"
"ecolea","","","Rostock","","","","45"
"ecolea","","","Schwerin","","","","20"
"Freie Schule","","","Prerow","","","","0"
"Gymnasium Reutershagen","","","","","","","21445"
"Hundertwasser-GS Rostock","","","","","","","21445"
"Musisches Haus vom Sportgymnasium Neubrandenburg","","","","","","","21445"
"Ostsee-Schule","","","Wismar","","","","11"
"Regionale Schule","","","Domsühl","","","","2"
"Warnowschule","","","Papendorf","","","","1"
"Niedersachsen","","","","","","","21445"
"Agnes-Miegel-Realschule","","","Osnabrück","","","","76"
"Akademie für Wirtschaft und Logistik GmbH","","","Stade","","","","31"
"Albert-Liebmann-Schule","","","Förderschule","Hannover","","","0"
"Alexanderschule Wallenhorst","","","","","","","21445"
"BBS Cuxhaven","","","","","","","21445"
"BBS Elisabeth-Selber-Schule","","","Hameln","","","","30"
"BBS II Delmenhorst","","","","","","","21445"
"BBS Melle","","","","","","","21445"
"BBS Winsen (Luhe)","","","Winsen","","","","17"
"Berthold-Otto-Schule","","","Förderschule","Lehrte","","","0"
"Breeke-Schule","","","Scheeßel","","","","6"
"Cosmetic College","","","Hannover","","","","173"
"Domschule Osnabrück","","","","","","","21445"
"Dr. Klaus-Schmidt-Hauptschule","","","Salzgitter","","","","36"
"Elisabethschule","","","Förderschule Lernen und Sprache","Friesoythe","","","0"
"ES CONCEPTS","","","Lüneburg","","","","36"
"Evangelische IGS Wunstorf","","","","","","","21445"
"Felix Nussbaum Schule","","","Osnabrück","","","","76"
"Fröbelschule Oldenburg","","","","","","","21445"
"Ganztagsschule Beverstedt","","","","","","","21445"
"Gutzmannschule Langenhagen","","","","","","","21445"
"Georg-von-Langen-Schule","","","Holzminden","","","","11"
"Gerhart-Hauptmann-Schule","","","Springe","","","","14"
"GHS Gesmold","","","Melle","","","","24"
"GHS Süderbergschule","","","Hilter","","","","4"
"Grund- und Hauptschule Gildehaus","","","Bad Bentheim","","","","7"
"Grund- und Hauptschule Riemsloh","","","","","","","21445"
"Gymnasium Bruchhausen-Vilsen","","","","","","","21445"
"Gymnasium Vorsfelde","","","Wolfsburg","","","","50"
"Haupt- und Realschule Bohmte","","","","","","","21445"
"Haupt- und Realschule Dörpen","","","","","","","21445"
"Haupt- und Realschule Geschwister-Scholl-Schule","","","Bad Laer","","","","2"
"Haupt- und Realschule Ludwig-Windthorst-Schule","","","Ostercappeln","","","","4"
"Haupt- und Realschule Neuenkirchen","","","","","","","21445"
"Haupt- und Realschule Steimbke","","","","","","","21445"
"Hauptschule Dissen","","","","","","","21445"
"Hauptschule Hoya","","","","","","","21445"
"Heinrich-Behnken-Schule","","","","","","","21445"
"Heinrich-Heine-Schule","","","Hannover","","","","173"
"Heinrich-Nordhoff-Gesamtschule","","","Wolfsburg","","","","50"
"Hellen-Keller-Schule","","","Stolzenau","","","","7"
"HRS Ankum","","","","","","","21445"
"HRS Bissendorf","","","","","","","21445"
"HRS Maximilianschule","","","Haren","","","","11"
"HRS Rosengarten","","","","","","","21445"
"HRS Thomas-Morus-Schule","","","Osnabrück","","","","76"
"HRS Twist – Schule am See","","","Twist","","","","10"
"HS Graf-Wilhelm-Schule","","","Bückeburg","","","","11"
"IGS Kronsberg","","","Hannover","","","","173"
"IGS Linden","","","","","","","21445"
"IGS Roderbruch","","","Hannover","","","","173"
"IGS Vahrensheide-Sahlkamp","","","Hannover","","","","173"
"Inselschule Wangerooge","","","","","","","21445"
"KGS Bad Bevensen Fritz Reuter Schule","","","Bad Bevensen","","","","3"
"KGS-Neustadt","","","","","","","21445"
"KGS Schneverdingen","","","","","","","21445"
"Konrad-Adenauer-Schule","","","Mellendorf","","","","1"
"Kooperative Gesamtschule","","","Großefehn","","","","6"
"Leonardo da Vinci IGS Wolfsburg","","","Wolfsburg","","","","50"
"Leibniz-Realschule Wolfenbüttel","","","","","","","21445"
"Lisa-Tetzner-Schule","","","Barsinghausen","","","","11"
"Ludwig-Windthorst-Schule HRS","","","Rlandorf","","","","0"
"Ludwig-Windthorst-Schule OBS","","","","","","","21445"
"Lukasschule Bassum","","","","","","","21445"
"Michaelschule Papenburg","","","","","","","21445"
"Neue Schule Wolfsburg","","","","","","","21445"
"Oskar Kämmer Bildungswerk Braunschweig mit verschiedenen Standorten","","","","","","","21445"
"Oberschule Jesteburg","","","","","","","21445"
"Pestalozzischule","","","Langenhagen","","","","14"
"Realschule Am Kattenberge","","","Buchholz","","","","58"
"Realschule Badenstedt","","","Hannover","","","","173"
"Realschule Bramsche","","","","","","","21445"
"Realschule Burgdorf","","","","","","","21445"
"Realschule Diepholz","","","","","","","21445"
"Realschule LebenLernen","","","Braunschweig","","","","102"
"Realschule Meckelfeld","","","Seevetal","","","","11"
"Realschule Misburg","","","Hannover","","","","173"
"RS Georgsmarienhütte","","","","","","","21445"
"RS Uetze","","","","","","","21445"
"Schule am Kanstein","","","Salzhemmendorf","","","","3"
"Schule in der Leester Heide","","","Weyhe","","","","10"
"Sophie Scholl Gesamtschule","","","","","","","21445"
"Sophie Scholl Gesamtschule","","","KGS Wennigsen","","","","0"
"Sophie-Scholl-Schule","","","Georgsmarienhütte","","","","11"
"Stadtschule Rodenberg","","","","","","","21445"
"Teutoburger-Wald-Schule","","","Dissen","","","","4"
"Umweltbildungszentrum Schubz","","","Lüneburg","","","","36"
"Von-Ravensberg-Schule","","","Bersenbrück","","","","4"
"Wasserturmschule Wilhelmshaven","","","","","","","21445"
"Werk-statt-Schule","","","Hannover","","","","173"
"Albert-Schweitzer-Schule","","","Herford","","","","33"
"Albert-Schweizer-Realschule","","","Krefeld","","","","71"
"Albrecht-Dürer-Berufskolleg","","","Düsseldorf","","","","179"
"Albrecht-Dürer-Schule","","","Düsseldorf","","","","179"
"Almeschule","","","Büren","","","","12"
"Anna Herrmann Schule","","","Kerpen","","","","21"
"Anne-Frank-Schule","","","Bonn","","","","112"
"Bertha-Krupp-Realschule","","","Essen","","","","186"
"Berufskolleg am Kothen","","","Wuppertal","","","","110"
"Berufskolleg am Tor 6","","","Bielefeld","","","","117"
"Berufskolleg Bachstraße","","","Düsseldorf","","","","179"
"Berufskolleg Deutzer Freiheit","","","Köln","","","","324"
"Berufskolleg Elberfeld","","","Wuppertal","","","","110"
"Berufskolleg Niederberg","","","Velbert","","","","31"
"BK Alsdorf","","","","","","","21445"
"BK an der Lindenstraße","","","Köln","","","","324"
"BK an der Lindenstraße","","","Köln","","","","324"
"BK Barmen Europaschule","","","Wuppertal","","","","110"
"BK Castrop-Rauxel","","","","","","","21445"
"BK Ehrenfeld","","","Köln","","","","324"
"BK für Wirtschaft und Verwaltung des Kreises Höxter","","","","","","","21445"
"BK Hermann-Gmeiner","","","Moers","","","","31"
"BK Hilden","","","","","","","21445"
"BK Kartäuser Wall","","","Köln","","","","324"
"BK Kohlstraße","","","Wuppertal","","","","110"
"BK Technik","","","Remscheid","","","","40"
"BK WuV Ahaus","","","","","","","21445"
"BK WuV der Stadt Herne","","","","","","","21445"
"Börde-Berufskolleg","","","Soest","","","","28"
"Coach e.V.","","","Eichendorff RS Köln","","","","0"
"Dieter-Forte-Gesamtschule","","","Düsseldorf","","","","179"
"Dr. Kürten-Schule","","","Hürth","","","","19"
"Edith-Stein-Schule","","","Geseke","","","","10"
"Ems-BK für Wirtschaft und Verwaltung des Kreises Gütersloh","","","Rheda-Wiedenbrück","","","","16"
"Erlenbachschule","","","Hamm","","","","99"
"Erzbischöfliches Irmgardis-Gymnasium","","","Köln","","","","324"
"Falkschule","","","Hamm","","","","99"
"Franz-Jürgens-Berufskolleg","","","Düsseldorf","","","","179"
"Freie Christliche Schule","","","Düsseldorf","","","","179"
"Friedrich-List-Berufskolleg Bonn","","","","","","","21445"
"Friedrich-List-Berufskolleg","","","Hamm","","","","99"
"Gertrud-Bäumer-Berufskolleg","","","Lüdenscheid","","","","28"
"Gesamtschule Else-Lasker-Schüler","","","Wuppertal","","","","110"
"Gesamtschule Walsum","","","Duisburg","","","","149"
"Gesamtschule Köln-Nippes","","","","","","","21445"
"GHS Dumont-Lindemann","","","Düsseldorf","","","","179"
"GHS Graf-Recke-Str.","","","Düsseldorf","","","","179"
"GHS In den Haesen","","","Duisburg","","","","149"
"Gustav-Heinemann-Schule","","","Mühlheim","","","","0"
"Gymnasium Rodenkirchen","","","","","","","21445"
"Hans-Böckler Berufskolleg","","","Köln","","","","324"
"Hans-Böckler-BK","","","Marl/Haltern","","","","0"
"Hauptschule der Stadt Bünde","","","","","","","21445"
"Hauptschule Möhnetal","","","Belecke","","","","0"
"Heinrich Hertz Berufskolleg","","","Düsseldorf","","","","179"
"Hermann-Schmidt-Schule","","","Paderborn","","","","57"
"HPG Brinckmannstr","","","Düsseldorf","","","","179"
"HS Bünde","","","Bielefeld","","","","117"
"HS Uellendahl","","","Wuppertal","","","","110"
"HS Westerfilde","","","Dortmund","","","","179"
"HSK Wuppertal","","","","","","","21445"
"HS Reutlinger Straße","","","Köln","","","","324"
"Intergrierte Gesamtschule Köln-Innenstadt","","","","","","","21445"
"Johannes-Gutenberg-Realschule","","","Bergisch-Gladbach","","","","0"
"Joseph-DuMont-Berufskolleg","","","Köln","","","","324"
"Joseph-Dumont-BK","","","Köln","","","","324"
"Käthe-Kollwitz BK","","","Remscheid","","","","40"
"Kinderhaus Winnacker","","","Wuppertal","","","","110"
"Kolkrabenschule","","","Köln","","","","324"
"Kopernikusschule","","","Hamm","","","","99"
"Kuhlenkampschule","","","Minden","","","","34"
"Kausa","","","Servicestelle Köln","Ausbildung jetzt","","","0"
"Lernende Region – Netzwerk Köln","","","","","","","21445"
"Lippe-Berufskolleg","","","Lippstadt","","","","29"
"Lisa-Tetzner-Schule","","","Schloß Holte Stukenbrock","","","","0"
"Lohschule","","","Hamm","","","","99"
"Marienschule","","","Emsdetten","","","","13"
"Martin Luther King Schule","","","Düsseldorf","","","","179"
"Martin-Luther-Schule","","","Hamm","","","","99"
"Max-Weber-Berufskolleg","","","Düsseldorf","","","","179"
"Meinwerkschule","","","Paderborn","","","","57"
"MÖFA Köln","","","","","","","21445"
"Nell-Breuning-BK","","","Frechen","","","","15"
"Overbergschule","","","Werl","","","","18"
"Parkschule","","","Hamm","","","","99"
"Pauline-Schule LWL","","","Paderborn","","","","57"
"Pestalozzi-Schule_Brühl","","","","","","","21445"
"Private Herder-Schule","","","Wuppertal","","","","110"
"Realschule Belecke","","","","","","","21445"
"Realschule Enger","","","","","","","21445"
"Realschule Kastanienallee Velbert","","","Velbert","","","","31"
"Realschule Lassallestraße Köln- Mülheim","","","","","","","21445"
"Reinhard-Mohn-Berufskolleg","","","Gütersloh","","","","37"
"Rheinflanke gGmbH","","","Köln","","","","324"
"Realschule Godorf","","","Köln","","","","324"
"Realschule Mülheim","","","","","","","21445"
"Regionales Bildungsbüro","","","Stadt Köln","","","","0"
"Richard Riemerschmidt-Berufskolleg","","","Köln","","","","324"
"Rudolf-Rempel-Berufskolleg","","","Bielefeld","","","","117"
"Ruth-Cohn-Schule","","","Arnsberg","","","","36"
"Schule am Kanstein","","","Salzhemmendorf","","","","3"
"Städtische Förderschule Lernen","","","Köln","","","","324"
"Städtische RS Waldbröl","","","","","","","21445"
"Staatl. BK Glas","","","Keramik","Gestaltung Rheinbach","","","0"
"Tages-und Abendschule Köln","","","","","","","21445"
"Theodor-Heuss-Schule","","","Krefeld","","","","71"
"Thomas-Eßer-Berufskolleg","","","Euskirchen","","","","24"
"Ursula-Kuhr-Schule","","","Köln","","","","324"
"Vatentin-Traudt-Schule","","","Großalmerode","","","","0"
"Walter-Eucken-Berufskolleg","","","Düsseldorf","","","","179"
"Willy-Brandt-Gesamtschule","","","Köln-Höhenhaus","","","","0"
"Willy-Brandt-Gesamtschule","","","Kerpen","","","","21"
"Karolina-Burger-Realschule","","","Ludwigshafen","","","","0"
"Pamina Schulzentrum","","","Herxheim","","","","0"
"Robert-Koch-Schule","","","Linz am Rhein","","","","0"
"Westend Realschule","","","Worms","","","","2"
"Erweiterte RS Homburg","","","","","","","21445"
"Berufsbildende Schulen Burgenlandkreis","","","Weißenfels","","","","20"
"Gesamtschule im Gartenreich","","","Oranienbaum-Wörlitz","","","","3"
"Koop. Gesamtschule Ulrich von Hutten","","","Halle (Saale)","","","","78"
"Kooperative Gesamtschule “W. v. Humboldt”","","","Halle","","","","117"
"Regenbogenschule Landsberg","","","","","","","21445"
"Sek. “Am Park”","","","Möckern","","","","5"
"Sek. “Am Petersberg”","","","Wallwitz","","","","2"
"Sek. A. H. Francke","","","Halle","","","","117"
"Sek. An der Elbe","","","Parey","","","","3"
"Sek. Annaburg","","","","","","","21445"
"Sek. Ciervisti","","","Zerbst","","","","13"
"Sek. Comenius","","","Bitterfeld","","","","17"
"Sek. Comenius","","","Salzwedel","","","","15"
"Sek. Friedrich Schiller","","","Halle","","","","117"
"Sek. I","","","Bitterfeld-Wolfen","","","","15"
"Sek. J. G. Borlach","","","Bad Dürrenberg","","","","4"
"Sek. LebenLernen","","","Scheidlingen","","","","0"
"Sek. Roitzsch","","","","","","","21445"
"Sek. Thomas Müntzer","","","Wernigerode","","","","15"
"Sek. Völkerfreundschaft","","","Köthen","","","","11"
"Sek. Wanzleben","","","","","","","21445"
"Sekundarschule “Am Baumschulenweg”","","","Genthin","","","","7"
"Sekundarschule Albrecht Dürer","","","Merseburg","","","","22"
"Ganztagschule Burgbreite Wernigerode","","","","","","","21445"
"Geschwister-scholl-Gymnasium Magdeburg","","","","","","","21445"
"Geschwister Scholl Gymnasium Gardelegen","","","","","","","21445"
"Sekundarschule Benndorf","","","","","","","21445"
"Dr.-Christoph Hufeland Oberschule","","","","","","","21445"
"16. Oberschule Leipzig","","","","","","","21445"
"Oberschule Bad Düben","","","","","","","21445"
"Oberschule Paunsdorf","","","","","","","21445"
"Oberschule Taucha","","","","","","","21445"
"Wiprecht-Gymnasium Groitzsch","","","","","","","21445"
"Freie Montessorischule Huckepack e.V. Dresden","","","","","","","21445"
"Oberschule Ebersbach","","","","","","","21445"
"Semper College Berufliches Gymnasium","","","Dresden","","","","297"
"Semper Schulen Media gGmbH","","","","","","","21445"
"Schule am Weißeplatz","","","Leipzig","","","","304"
"Trias Oberschule Elsterberg","","","","","","","21445"
"Bergschule Fockbek","","","","","","","21445"
"Cäsar-Klein-Schule","","","Gemeinschaftsschule mit Gymnasium","Ratekau","","","0"
"Dietrich-Bonhoeffer-Schule","","","Gemeinschaftsschule","Kaltenkirchen","","","0"
"Dorothea-Schlözer-Schule","","","Lübeck","","","","59"
"Eider-Treene-Schule","","","Gemeinschaftsschule mit Oberstufe i. E. der Stadt Tönning","","","","0"
"Ernst-Barlach-Gymnasium","","","Kiel","","","","68"
"Ernst-Barlach-Schule","","","Wedel","","","","8"
"Fridtjof-Nansen-Schule","","","Kiel","","","","68"
"Gemeinschaftsschule Altenholz","","","Altenholz","","","","4"
"Gemeinschaftsschule Auenland","","","Bad Bramstedt","","","","6"
"GemS Flensburg West","","","","","","","21445"
"GemS Husum Nord","","","","","","","21445"
"GemS im Schulzentrum","","","Bad Segeberg","","","","9"
"GemS Süderbrarup","","","","","","","21445"
"Gemeinschaftsschule Kronshagen","","","Kronshagen","","","","4"
"Gemeinschaftsschule am Marschweg","","","","","","","21445"
"Gemeinschaftsschule Meldorf","","","Meldorf","","","","6"
"Gemeinschaftsschule Wilster","","","Wilster","","","","2"
"GHW Schönkirchen","","","","","","","21445"
"GS Halstenbek","","","","","","","21445"
"Gs&GemS Scharbeutz","","","","","","","21445"
"Gustav-Heinemann-Schule","","","Förderzentrum Steinburg Nordost","Hohenlockstedt","","","0"
"Gymnasium Marne","","","Marne","","","","2"
"Hans-Böckler-Schule","","","Neumünster","","","","28"
"Heinrich-Heine-Schule","","","Gemeinschaftsschule","Büdelsdorf","","","0"
"Hermann-Tast-Schule","","","Gymnasium","Husum","","","14"
"Löhmannschule","","","Flensburg","","","","32"
"Max-Tau-Schule","","","Kiel","","","","68"
"Meldorfer Gelehrtenschule","","","Gymnasium","Meldorf","","","14"
"Pestalozzischule","","","Ratzeburg","","","","7"
"RS Ramskamp","","","Elmshorn","","","","15"
"Regionales Berufsbildungszentrum – Eckener Schule","","","Flensberg","","","","1"
"Sachsenwaldschule","","","Gymnasium","Reinbek","","","14"
"Sophie-Scholl-Gymnasium","","","Itzehoe","","","","15"
"Theodor-Storm-Dörfergemeinschaftsschule","","","Han-Had.","","","","0"
"Wilhelm-Käber-Schule","","","Gemeinschaftsschule","Hohenlockstedt","","","0"
"Deutsche Kinder- und Jugendstiftung","","","Regionalstelle Thüringen","","","","0"
"Heilpädagogisches Zentrum","","","Wühlfingerode","","","","0"
"Hermann-Lietz-Schule","","","Haubinda","","","","1"
"Integrierte Gesamtschule der AWO Rudolstadt","","","","","","","21445"
"Klosterschule Roßleben","","","","","","","21445"
"Marie-Curie-Gymnasium","","","Bad Berka","","","","4"
"SBSZ Jena-Göschwitz","","","","","","","21445"
"TGS Stadtilm","","","","","","","21445"
"Thomas-Mann_Schule Erfurt","","","","","","","21445"
"Georg-Sauel-Dörffel-Gymnasium Weida","","","","","","","21445"
"Lyonel-Feininger-Gymnasium Melling","","","","","","","21445"
"Oskar-Gründler-Gymnasium Gebesee","","","","","","","21445"
"Staatliches Gymnasium “Goetheschule Ilmenau”","","","","","","","21445"