Schulart,jahr,anzahl,Land
Schulkindergärten,1992,430,Baden-Württemberg
Schulkindergärten,2007,480,Baden-Württemberg
Schulkindergärten,2008,486,Baden-Württemberg
Schulkindergärten,2009,491,Baden-Württemberg
Schulkindergärten,2010,493,Baden-Württemberg
Schulkindergärten,2011,433,Baden-Württemberg
Schulkindergärten,2012,434,Baden-Württemberg
Schulkindergärten,2013,435,Baden-Württemberg
Schulkindergärten,2014,434,Baden-Württemberg
Schulkindergärten,2015,434,Baden-Württemberg
Grundschulen,1992,2460,Baden-Württemberg
Grundschulen,2007,2554,Baden-Württemberg
Grundschulen,2008,2555,Baden-Württemberg
Grundschulen,2009,2557,Baden-Württemberg
Grundschulen,2010,2545,Baden-Württemberg
Grundschulen,2011,2529,Baden-Württemberg
Grundschulen,2012,2490,Baden-Württemberg
Grundschulen,2013,2409,Baden-Württemberg
Grundschulen,2014,2331,Baden-Württemberg
Grundschulen,2015,2274,Baden-Württemberg
Schulartunabhängige Orientierungsstufe,1992,4,Baden-Württemberg
Schulartunabhängige Orientierungsstufe,2007,1,Baden-Württemberg
Schulartunabhängige Orientierungsstufe,2008,1,Baden-Württemberg
Schulartunabhängige Orientierungsstufe,2009,1,Baden-Württemberg
Schulartunabhängige Orientierungsstufe,2010,1,Baden-Württemberg
Schulartunabhängige Orientierungsstufe,2011,1,Baden-Württemberg
Schulartunabhängige Orientierungsstufe,2012,1,Baden-Württemberg
Schulartunabhängige Orientierungsstufe,2013,1,Baden-Württemberg
Schulartunabhängige Orientierungsstufe,2014,1,Baden-Württemberg
Schulartunabhängige Orientierungsstufe,2015,1,Baden-Württemberg
Hauptschulen,1992,1291,Baden-Württemberg
Hauptschulen,2007,1225,Baden-Württemberg
Hauptschulen,2008,1216,Baden-Württemberg
Hauptschulen,2009,1194,Baden-Württemberg
Hauptschulen,2010,1076,Baden-Württemberg
Hauptschulen,2011,938,Baden-Württemberg
Hauptschulen,2012,906,Baden-Württemberg
Hauptschulen,2013,868,Baden-Württemberg
Hauptschulen,2014,827,Baden-Württemberg
Hauptschulen,2015,791,Baden-Württemberg
Realschulen,1992,445,Baden-Württemberg
Realschulen,2007,477,Baden-Württemberg
Realschulen,2008,478,Baden-Württemberg
Realschulen,2009,483,Baden-Württemberg
Realschulen,2010,489,Baden-Württemberg
Realschulen,2011,494,Baden-Württemberg
Realschulen,2012,503,Baden-Württemberg
Realschulen,2013,503,Baden-Württemberg
Realschulen,2014,503,Baden-Württemberg
Realschulen,2015,507,Baden-Württemberg
Gymnasien,1992,411,Baden-Württemberg
Gymnasien,2007,440,Baden-Württemberg
Gymnasien,2008,444,Baden-Württemberg
Gymnasien,2009,445,Baden-Württemberg
Gymnasien,2010,449,Baden-Württemberg
Gymnasien,2011,451,Baden-Württemberg
Gymnasien,2012,455,Baden-Württemberg
Gymnasien,2013,458,Baden-Württemberg
Gymnasien,2014,459,Baden-Württemberg
Gymnasien,2015,459,Baden-Württemberg
Integrierte Gesamtschulen,1992,3,Baden-Württemberg
Integrierte Gesamtschulen,2007,3,Baden-Württemberg
Integrierte Gesamtschulen,2008,3,Baden-Württemberg
Integrierte Gesamtschulen,2009,3,Baden-Württemberg
Integrierte Gesamtschulen,2010,3,Baden-Württemberg
Integrierte Gesamtschulen,2011,3,Baden-Württemberg
Integrierte Gesamtschulen,2012,45,Baden-Württemberg
Integrierte Gesamtschulen,2013,242,Baden-Württemberg
Integrierte Gesamtschulen,2014,391,Baden-Württemberg
Integrierte Gesamtschulen,2015,500,Baden-Württemberg
Freie Waldorfschulen,1992,34,Baden-Württemberg
Freie Waldorfschulen,2007,53,Baden-Württemberg
Freie Waldorfschulen,2008,55,Baden-Württemberg
Freie Waldorfschulen,2009,56,Baden-Württemberg
Freie Waldorfschulen,2010,56,Baden-Württemberg
Freie Waldorfschulen,2011,57,Baden-Württemberg
Freie Waldorfschulen,2012,58,Baden-Württemberg
Freie Waldorfschulen,2013,58,Baden-Württemberg
Freie Waldorfschulen,2014,58,Baden-Württemberg
Freie Waldorfschulen,2015,59,Baden-Württemberg
Förderschulen,1992,539,Baden-Württemberg
Förderschulen,2007,579,Baden-Württemberg
Förderschulen,2008,577,Baden-Württemberg
Förderschulen,2009,581,Baden-Württemberg
Förderschulen,2010,584,Baden-Württemberg
Förderschulen,2011,582,Baden-Württemberg
Förderschulen,2012,582,Baden-Württemberg
Förderschulen,2013,578,Baden-Württemberg
Förderschulen,2014,577,Baden-Württemberg
Förderschulen,2015,567,Baden-Württemberg
Abendrealschulen,1992,50,Baden-Württemberg
Abendrealschulen,2007,44,Baden-Württemberg
Abendrealschulen,2008,42,Baden-Württemberg
Abendrealschulen,2009,41,Baden-Württemberg
Abendrealschulen,2010,42,Baden-Württemberg
Abendrealschulen,2011,41,Baden-Württemberg
Abendrealschulen,2012,39,Baden-Württemberg
Abendrealschulen,2013,39,Baden-Württemberg
Abendrealschulen,2014,39,Baden-Württemberg
Abendrealschulen,2015,37,Baden-Württemberg
Abendgymnasien,1992,18,Baden-Württemberg
Abendgymnasien,2007,20,Baden-Württemberg
Abendgymnasien,2008,20,Baden-Württemberg
Abendgymnasien,2009,21,Baden-Württemberg
Abendgymnasien,2010,22,Baden-Württemberg
Abendgymnasien,2011,22,Baden-Württemberg
Abendgymnasien,2012,22,Baden-Württemberg
Abendgymnasien,2013,23,Baden-Württemberg
Abendgymnasien,2014,23,Baden-Württemberg
Abendgymnasien,2015,23,Baden-Württemberg
Kollegs,1992,8,Baden-Württemberg
Kollegs,2007,6,Baden-Württemberg
Kollegs,2008,6,Baden-Württemberg
Kollegs,2009,6,Baden-Württemberg
Kollegs,2010,6,Baden-Württemberg
Kollegs,2011,7,Baden-Württemberg
Kollegs,2012,7,Baden-Württemberg
Kollegs,2013,7,Baden-Württemberg
Kollegs,2014,6,Baden-Württemberg
Kollegs,2015,6,Baden-Württemberg
Grundschulen,1992,2371,Bayern
Grundschulen,2007,2418,Bayern
Grundschulen,2008,2416,Bayern
Grundschulen,2009,2415,Bayern
Grundschulen,2010,2420,Bayern
Grundschulen,2011,2412,Bayern
Grundschulen,2012,2411,Bayern
Grundschulen,2013,2406,Bayern
Grundschulen,2014,2405,Bayern
Grundschulen,2015,2404,Bayern
Schulartunabhängige Orientierungsstufe,1992,1,Bayern
Schulartunabhängige Orientierungsstufe,2007,1,Bayern
Schulartunabhängige Orientierungsstufe,2008,1,Bayern
Schulartunabhängige Orientierungsstufe,2009,1,Bayern
Schulartunabhängige Orientierungsstufe,2010,1,Bayern
Schulartunabhängige Orientierungsstufe,2011,1,Bayern
Schulartunabhängige Orientierungsstufe,2012,1,Bayern
Schulartunabhängige Orientierungsstufe,2013,1,Bayern
Schulartunabhängige Orientierungsstufe,2014,1,Bayern
Schulartunabhängige Orientierungsstufe,2015,1,Bayern
Hauptschulen,1992,1688,Bayern
Hauptschulen,2007,1147,Bayern
Hauptschulen,2008,1109,Bayern
Hauptschulen,2009,1075,Bayern
Hauptschulen,2010,1062,Bayern
Hauptschulen,2011,1044,Bayern
Hauptschulen,2012,1033,Bayern
Hauptschulen,2013,1023,Bayern
Hauptschulen,2014,1005,Bayern
Hauptschulen,2015,997,Bayern
Realschulen,1992,393,Bayern
Realschulen,2007,423,Bayern
Realschulen,2008,426,Bayern
Realschulen,2009,429,Bayern
Realschulen,2010,443,Bayern
Realschulen,2011,446,Bayern
Realschulen,2012,451,Bayern
Realschulen,2013,458,Bayern
Realschulen,2014,457,Bayern
Realschulen,2015,456,Bayern
Gymnasien,1992,395,Bayern
Gymnasien,2007,405,Bayern
Gymnasien,2008,408,Bayern
Gymnasien,2009,410,Bayern
Gymnasien,2010,413,Bayern
Gymnasien,2011,415,Bayern
Gymnasien,2012,418,Bayern
Gymnasien,2013,422,Bayern
Gymnasien,2014,424,Bayern
Gymnasien,2015,426,Bayern
Integrierte Gesamtschulen,1992,3,Bayern
Integrierte Gesamtschulen,2007,2,Bayern
Integrierte Gesamtschulen,2008,2,Bayern
Integrierte Gesamtschulen,2009,2,Bayern
Integrierte Gesamtschulen,2010,2,Bayern
Integrierte Gesamtschulen,2011,2,Bayern
Integrierte Gesamtschulen,2012,2,Bayern
Integrierte Gesamtschulen,2013,2,Bayern
Integrierte Gesamtschulen,2014,2,Bayern
Integrierte Gesamtschulen,2015,2,Bayern
Freie Waldorfschulen,1992,14,Bayern
Freie Waldorfschulen,2007,19,Bayern
Freie Waldorfschulen,2008,20,Bayern
Freie Waldorfschulen,2009,20,Bayern
Freie Waldorfschulen,2010,21,Bayern
Freie Waldorfschulen,2011,21,Bayern
Freie Waldorfschulen,2012,21,Bayern
Freie Waldorfschulen,2013,21,Bayern
Freie Waldorfschulen,2014,22,Bayern
Freie Waldorfschulen,2015,22,Bayern
Förderschulen,1992,381,Bayern
Förderschulen,2007,365,Bayern
Förderschulen,2008,362,Bayern
Förderschulen,2009,363,Bayern
Förderschulen,2010,356,Bayern
Förderschulen,2011,356,Bayern
Förderschulen,2012,355,Bayern
Förderschulen,2013,355,Bayern
Förderschulen,2014,355,Bayern
Förderschulen,2015,355,Bayern
Abendrealschulen,1992,5,Bayern
Abendrealschulen,2007,4,Bayern
Abendrealschulen,2008,4,Bayern
Abendrealschulen,2009,4,Bayern
Abendrealschulen,2010,4,Bayern
Abendrealschulen,2011,4,Bayern
Abendrealschulen,2012,4,Bayern
Abendrealschulen,2013,4,Bayern
Abendrealschulen,2014,4,Bayern
Abendrealschulen,2015,4,Bayern
Abendgymnasien,1992,5,Bayern
Abendgymnasien,2007,5,Bayern
Abendgymnasien,2008,5,Bayern
Abendgymnasien,2009,5,Bayern
Abendgymnasien,2010,5,Bayern
Abendgymnasien,2011,5,Bayern
Abendgymnasien,2012,5,Bayern
Abendgymnasien,2013,5,Bayern
Abendgymnasien,2014,5,Bayern
Abendgymnasien,2015,5,Bayern
Kollegs,1992,6,Bayern
Kollegs,2007,6,Bayern
Kollegs,2008,6,Bayern
Kollegs,2009,6,Bayern
Kollegs,2010,6,Bayern
Kollegs,2011,6,Bayern
Kollegs,2012,6,Bayern
Kollegs,2013,6,Bayern
Kollegs,2014,6,Bayern
Kollegs,2015,6,Bayern
Vorklassen,1992,435,Berlin
Vorklassen,2007,0,Berlin
Vorklassen,2008,0,Berlin
Vorklassen,2009,0,Berlin
Vorklassen,2010,0,Berlin
Vorklassen,2011,0,Berlin
Vorklassen,2012,0,Berlin
Vorklassen,2013,0,Berlin
Vorklassen,2014,0,Berlin
Vorklassen,2015,0,Berlin
Grundschulen,1992,476,Berlin
Grundschulen,2007,428,Berlin
Grundschulen,2008,432,Berlin
Grundschulen,2009,436,Berlin
Grundschulen,2010,433,Berlin
Grundschulen,2011,422,Berlin
Grundschulen,2012,423,Berlin
Grundschulen,2013,426,Berlin
Grundschulen,2014,431,Berlin
Grundschulen,2015,428,Berlin
Schulartunabhängige Orientierungsstufe,1992,476,Berlin
Schulartunabhängige Orientierungsstufe,2007,417,Berlin
Schulartunabhängige Orientierungsstufe,2008,414,Berlin
Schulartunabhängige Orientierungsstufe,2009,422,Berlin
Schulartunabhängige Orientierungsstufe,2010,415,Berlin
Schulartunabhängige Orientierungsstufe,2011,410,Berlin
Schulartunabhängige Orientierungsstufe,2012,412,Berlin
Schulartunabhängige Orientierungsstufe,2013,418,Berlin
Schulartunabhängige Orientierungsstufe,2014,426,Berlin
Schulartunabhängige Orientierungsstufe,2015,422,Berlin
Hauptschulen,1992,68,Berlin
Hauptschulen,2007,56,Berlin
Hauptschulen,2008,52,Berlin
Hauptschulen,2009,51,Berlin
Hauptschulen,2010,43,Berlin
Hauptschulen,2011,43,Berlin
Hauptschulen,2012,41,Berlin
Hauptschulen,2013,1,Berlin
Hauptschulen,2014,0,Berlin
Hauptschulen,2015,0,Berlin
Realschulen,1992,76,Berlin
Realschulen,2007,74,Berlin
Realschulen,2008,73,Berlin
Realschulen,2009,70,Berlin
Realschulen,2010,66,Berlin
Realschulen,2011,63,Berlin
Realschulen,2012,63,Berlin
Realschulen,2013,8,Berlin
Realschulen,2014,0,Berlin
Realschulen,2015,0,Berlin
Gymnasien,1992,121,Berlin
Gymnasien,2007,111,Berlin
Gymnasien,2008,108,Berlin
Gymnasien,2009,110,Berlin
Gymnasien,2010,112,Berlin
Gymnasien,2011,116,Berlin
Gymnasien,2012,116,Berlin
Gymnasien,2013,115,Berlin
Gymnasien,2014,113,Berlin
Gymnasien,2015,113,Berlin
Integrierte Gesamtschulen,1992,84,Berlin
Integrierte Gesamtschulen,2007,52,Berlin
Integrierte Gesamtschulen,2008,53,Berlin
Integrierte Gesamtschulen,2009,56,Berlin
Integrierte Gesamtschulen,2010,175,Berlin
Integrierte Gesamtschulen,2011,204,Berlin
Integrierte Gesamtschulen,2012,208,Berlin
Integrierte Gesamtschulen,2013,166,Berlin
Integrierte Gesamtschulen,2014,165,Berlin
Integrierte Gesamtschulen,2015,171,Berlin
Freie Waldorfschulen,1992,5,Berlin
Freie Waldorfschulen,2007,7,Berlin
Freie Waldorfschulen,2008,9,Berlin
Freie Waldorfschulen,2009,9,Berlin
Freie Waldorfschulen,2010,9,Berlin
Freie Waldorfschulen,2011,10,Berlin
Freie Waldorfschulen,2012,11,Berlin
Freie Waldorfschulen,2013,10,Berlin
Freie Waldorfschulen,2014,10,Berlin
Freie Waldorfschulen,2015,10,Berlin
Förderschulen,1992,94,Berlin
Förderschulen,2007,93,Berlin
Förderschulen,2008,92,Berlin
Förderschulen,2009,95,Berlin
Förderschulen,2010,92,Berlin
Förderschulen,2011,89,Berlin
Förderschulen,2012,86,Berlin
Förderschulen,2013,82,Berlin
Förderschulen,2014,77,Berlin
Förderschulen,2015,71,Berlin
Abendhauptschulen,1992,11,Berlin
Abendhauptschulen,2007,8,Berlin
Abendhauptschulen,2008,7,Berlin
Abendhauptschulen,2009,8,Berlin
Abendhauptschulen,2010,10,Berlin
Abendhauptschulen,2011,10,Berlin
Abendhauptschulen,2012,10,Berlin
Abendhauptschulen,2013,10,Berlin
Abendhauptschulen,2014,10,Berlin
Abendhauptschulen,2015,10,Berlin
Abendrealschulen,1992,11,Berlin
Abendrealschulen,2007,9,Berlin
Abendrealschulen,2008,6,Berlin
Abendrealschulen,2009,9,Berlin
Abendrealschulen,2010,9,Berlin
Abendrealschulen,2011,9,Berlin
Abendrealschulen,2012,9,Berlin
Abendrealschulen,2013,9,Berlin
Abendrealschulen,2014,9,Berlin
Abendrealschulen,2015,8,Berlin
Abendgymnasien,1992,2,Berlin
Abendgymnasien,2007,2,Berlin
Abendgymnasien,2008,2,Berlin
Abendgymnasien,2009,2,Berlin
Abendgymnasien,2010,2,Berlin
Abendgymnasien,2011,2,Berlin
Abendgymnasien,2012,2,Berlin
Abendgymnasien,2013,2,Berlin
Abendgymnasien,2014,2,Berlin
Abendgymnasien,2015,2,Berlin
Kollegs,1992,5,Berlin
Kollegs,2007,5,Berlin
Kollegs,2008,5,Berlin
Kollegs,2009,5,Berlin
Kollegs,2010,5,Berlin
Kollegs,2011,5,Berlin
Kollegs,2012,5,Berlin
Kollegs,2013,5,Berlin
Kollegs,2014,5,Berlin
Kollegs,2015,5,Berlin
Grundschulen,1992,562,Brandenburg
Grundschulen,2007,501,Brandenburg
Grundschulen,2008,503,Brandenburg
Grundschulen,2009,504,Brandenburg
Grundschulen,2010,506,Brandenburg
Grundschulen,2011,507,Brandenburg
Grundschulen,2012,505,Brandenburg
Grundschulen,2013,504,Brandenburg
Grundschulen,2014,501,Brandenburg
Grundschulen,2015,502,Brandenburg
Schulartunabhängige Orientierungsstufe,1992,565,Brandenburg
Schulartunabhängige Orientierungsstufe,2007,481,Brandenburg
Schulartunabhängige Orientierungsstufe,2008,482,Brandenburg
Schulartunabhängige Orientierungsstufe,2009,487,Brandenburg
Schulartunabhängige Orientierungsstufe,2010,490,Brandenburg
Schulartunabhängige Orientierungsstufe,2011,496,Brandenburg
Schulartunabhängige Orientierungsstufe,2012,496,Brandenburg
Schulartunabhängige Orientierungsstufe,2013,497,Brandenburg
Schulartunabhängige Orientierungsstufe,2014,496,Brandenburg
Schulartunabhängige Orientierungsstufe,2015,495,Brandenburg
Schularten mit mehreren Bildungsgängen,1992,0,Brandenburg
Schularten mit mehreren Bildungsgängen,2007,131,Brandenburg
Schularten mit mehreren Bildungsgängen,2008,140,Brandenburg
Schularten mit mehreren Bildungsgängen,2009,150,Brandenburg
Schularten mit mehreren Bildungsgängen,2010,151,Brandenburg
Schularten mit mehreren Bildungsgängen,2011,151,Brandenburg
Schularten mit mehreren Bildungsgängen,2012,149,Brandenburg
Schularten mit mehreren Bildungsgängen,2013,148,Brandenburg
Schularten mit mehreren Bildungsgängen,2014,149,Brandenburg
Schularten mit mehreren Bildungsgängen,2015,151,Brandenburg
Realschulen,1992,76,Brandenburg
Realschulen,2007,52,Brandenburg
Realschulen,2008,0,Brandenburg
Realschulen,2009,0,Brandenburg
Realschulen,2010,0,Brandenburg
Realschulen,2011,0,Brandenburg
Realschulen,2012,0,Brandenburg
Realschulen,2013,0,Brandenburg
Realschulen,2014,0,Brandenburg
Realschulen,2015,0,Brandenburg
Gymnasien,1992,94,Brandenburg
Gymnasien,2007,101,Brandenburg
Gymnasien,2008,100,Brandenburg
Gymnasien,2009,100,Brandenburg
Gymnasien,2010,96,Brandenburg
Gymnasien,2011,99,Brandenburg
Gymnasien,2012,100,Brandenburg
Gymnasien,2013,100,Brandenburg
Gymnasien,2014,101,Brandenburg
Gymnasien,2015,102,Brandenburg
Integrierte Gesamtschulen,1992,298,Brandenburg
Integrierte Gesamtschulen,2007,123,Brandenburg
Integrierte Gesamtschulen,2008,43,Brandenburg
Integrierte Gesamtschulen,2009,41,Brandenburg
Integrierte Gesamtschulen,2010,38,Brandenburg
Integrierte Gesamtschulen,2011,33,Brandenburg
Integrierte Gesamtschulen,2012,27,Brandenburg
Integrierte Gesamtschulen,2013,29,Brandenburg
Integrierte Gesamtschulen,2014,31,Brandenburg
Integrierte Gesamtschulen,2015,35,Brandenburg
Freie Waldorfschulen,1992,5,Brandenburg
Freie Waldorfschulen,2007,4,Brandenburg
Freie Waldorfschulen,2008,4,Brandenburg
Freie Waldorfschulen,2009,4,Brandenburg
Freie Waldorfschulen,2010,4,Brandenburg
Freie Waldorfschulen,2011,4,Brandenburg
Freie Waldorfschulen,2012,5,Brandenburg
Freie Waldorfschulen,2013,5,Brandenburg
Freie Waldorfschulen,2014,5,Brandenburg
Freie Waldorfschulen,2015,5,Brandenburg
Förderschulen,1992,131,Brandenburg
Förderschulen,2007,123,Brandenburg
Förderschulen,2008,122,Brandenburg
Förderschulen,2009,122,Brandenburg
Förderschulen,2010,121,Brandenburg
Förderschulen,2011,116,Brandenburg
Förderschulen,2012,117,Brandenburg
Förderschulen,2013,119,Brandenburg
Förderschulen,2014,113,Brandenburg
Förderschulen,2015,109,Brandenburg
Abendrealschulen,1992,0,Brandenburg
Abendrealschulen,2007,16,Brandenburg
Abendrealschulen,2008,16,Brandenburg
Abendrealschulen,2009,16,Brandenburg
Abendrealschulen,2010,17,Brandenburg
Abendrealschulen,2011,17,Brandenburg
Abendrealschulen,2012,17,Brandenburg
Abendrealschulen,2013,17,Brandenburg
Abendrealschulen,2014,17,Brandenburg
Abendrealschulen,2015,17,Brandenburg
Abendgymnasien,1992,34,Brandenburg
Abendgymnasien,2007,12,Brandenburg
Abendgymnasien,2008,13,Brandenburg
Abendgymnasien,2009,13,Brandenburg
Abendgymnasien,2010,12,Brandenburg
Abendgymnasien,2011,12,Brandenburg
Abendgymnasien,2012,12,Brandenburg
Abendgymnasien,2013,12,Brandenburg
Abendgymnasien,2014,12,Brandenburg
Abendgymnasien,2015,12,Brandenburg
Kollegs,1992,2,Brandenburg
Kollegs,2007,2,Brandenburg
Kollegs,2008,2,Brandenburg
Kollegs,2009,3,Brandenburg
Kollegs,2010,3,Brandenburg
Kollegs,2011,3,Brandenburg
Kollegs,2012,3,Brandenburg
Kollegs,2013,3,Brandenburg
Kollegs,2014,3,Brandenburg
Kollegs,2015,3,Brandenburg
Vorklassen,1992,7,Bremen
Vorklassen,2007,0,Bremen
Vorklassen,2008,0,Bremen
Vorklassen,2009,0,Bremen
Vorklassen,2010,0,Bremen
Vorklassen,2011,0,Bremen
Vorklassen,2012,0,Bremen
Vorklassen,2013,0,Bremen
Vorklassen,2014,0,Bremen
Vorklassen,2015,0,Bremen
Schulkindergärten,1992,71,Bremen
Schulkindergärten,2007,2,Bremen
Schulkindergärten,2008,2,Bremen
Schulkindergärten,2009,2,Bremen
Schulkindergärten,2010,1,Bremen
Schulkindergärten,2011,1,Bremen
Schulkindergärten,2012,1,Bremen
Schulkindergärten,2013,2,Bremen
Schulkindergärten,2014,1,Bremen
Schulkindergärten,2015,1,Bremen
Grundschulen,1992,94,Bremen
Grundschulen,2007,101,Bremen
Grundschulen,2008,101,Bremen
Grundschulen,2009,101,Bremen
Grundschulen,2010,101,Bremen
Grundschulen,2011,100,Bremen
Grundschulen,2012,100,Bremen
Grundschulen,2013,99,Bremen
Grundschulen,2014,117,Bremen
Grundschulen,2015,98,Bremen
Schulartunabhängige Orientierungsstufe,1992,51,Bremen
Schulartunabhängige Orientierungsstufe,2007,0,Bremen
Schulartunabhängige Orientierungsstufe,2008,0,Bremen
Schulartunabhängige Orientierungsstufe,2009,0,Bremen
Schulartunabhängige Orientierungsstufe,2010,0,Bremen
Schulartunabhängige Orientierungsstufe,2011,0,Bremen
Schulartunabhängige Orientierungsstufe,2012,0,Bremen
Schulartunabhängige Orientierungsstufe,2013,0,Bremen
Schulartunabhängige Orientierungsstufe,2014,0,Bremen
Schulartunabhängige Orientierungsstufe,2015,0,Bremen
Hauptschulen,1992,44,Bremen
Hauptschulen,2007,35,Bremen
Hauptschulen,2008,32,Bremen
Hauptschulen,2009,1,Bremen
Hauptschulen,2010,1,Bremen
Hauptschulen,2011,1,Bremen
Hauptschulen,2012,0,Bremen
Hauptschulen,2013,0,Bremen
Hauptschulen,2014,0,Bremen
Hauptschulen,2015,0,Bremen
Schularten mit mehreren Bildungsgängen,1992,0,Bremen
Schularten mit mehreren Bildungsgängen,2007,35,Bremen
Schularten mit mehreren Bildungsgängen,2008,31,Bremen
Schularten mit mehreren Bildungsgängen,2009,43,Bremen
Schularten mit mehreren Bildungsgängen,2010,39,Bremen
Schularten mit mehreren Bildungsgängen,2011,26,Bremen
Schularten mit mehreren Bildungsgängen,2012,26,Bremen
Schularten mit mehreren Bildungsgängen,2013,27,Bremen
Schularten mit mehreren Bildungsgängen,2014,20,Bremen
Schularten mit mehreren Bildungsgängen,2015,12,Bremen
Realschulen,1992,45,Bremen
Realschulen,2007,35,Bremen
Realschulen,2008,30,Bremen
Realschulen,2009,0,Bremen
Realschulen,2010,0,Bremen
Realschulen,2011,0,Bremen
Realschulen,2012,0,Bremen
Realschulen,2013,0,Bremen
Realschulen,2014,0,Bremen
Realschulen,2015,0,Bremen
Gymnasien,1992,67,Bremen
Gymnasien,2007,48,Bremen
Gymnasien,2008,50,Bremen
Gymnasien,2009,65,Bremen
Gymnasien,2010,65,Bremen
Gymnasien,2011,67,Bremen
Gymnasien,2012,49,Bremen
Gymnasien,2013,46,Bremen
Gymnasien,2014,49,Bremen
Gymnasien,2015,34,Bremen
Integrierte Gesamtschulen,1992,7,Bremen
Integrierte Gesamtschulen,2007,19,Bremen
Integrierte Gesamtschulen,2008,20,Bremen
Integrierte Gesamtschulen,2009,31,Bremen
Integrierte Gesamtschulen,2010,43,Bremen
Integrierte Gesamtschulen,2011,86,Bremen
Integrierte Gesamtschulen,2012,46,Bremen
Integrierte Gesamtschulen,2013,35,Bremen
Integrierte Gesamtschulen,2014,102,Bremen
Integrierte Gesamtschulen,2015,52,Bremen
Freie Waldorfschulen,1992,1,Bremen
